village_name,location_code,area_ha,population,households,primary_school,middle_school,secondary_school,senior_secondary_school,chc,phc,phs,hospital_allopathic,dispensary,medicine_shop,tap_water,well_water,hand_pump,tube_well,river_canal,pond_lake,community_toilet_bath,community_toilet,mobile_coverage,internet_csc,bus_service,railway_station,auto,taxi,national_highway,state_highway,major_district_road,other_district_road,pucca_roads,kutcha_roads,footpaths,bank,atm,agricultural_credit_society,pds_shop,icds,anganwadi,asha,electricity_domestic,electricity_agricultural,electricity_commercial,electricity_all_uses,forest_ha,non_agricultural_ha,barren_uncultivable_ha,pasture_ha,culturable_waste_ha,fallow_ha,current_fallow_ha,net_area_sown_ha,irrigated_ha,unirrigated_ha,primary_school_score,middle_school_score,secondary_school_score,senior_secondary_school_score,phs_score,phc_score,hospital_allopathic_score,tap_water_score,tube_well_score,mobile_coverage_score,internet_csc_score,bus_service_score,pucca_roads_score,bank_score,pds_shop_score,anganwadi_score,asha_score,electricity_all_uses_score,amenity_score,space_per_person,capacity_score,railway_station_score,auto_score,taxi_score,national_highway_score,state_highway_score,major_district_road_score,other_district_road_score,footpaths_score,accessibility_score,non_agri_ratio,barren_ratio,forest_ratio,usable_land_ratio,environment_raw,environment_score,relocation_score,relocation_score_100,rank,slope_mean,censuscode2011_x,flood_risk,flood_class,censuscode2011_y,landslide_risk,slope_risk,safety_score,final_relocation_score,final_relocation_score_100,final_rank,hub_distance_km
Rashi Pather No.2,291985,116.6,681,156,1,a,b,b,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,a,Yes,b,b,b,b,b,Yes,Yes,b,Yes,Yes,a,b,c,a,b,Yes,Yes,Yes,No,No,No,0.0,20.0,10.0,0.0,5.0,0.0,0.0,41.5,0.0,41.5,1.0,0.75,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.75,1.0,0.5,0.75,0.75,1.0,1.0,0.0,0.5833333333333334,0.1712187958883994,0.1754784246821735,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.7,0.1715265866209262,0.0857632933104631,0.0,0.0428816466552315,0.4957118353344768,0.3760228989339501,0.4749075192906667,47.49075192906667,734,1.0,291985,0.0,Not listed,291985.0,0.157,0.22286806538043,0.908326386923914,0.6036035957802014,60.36035957802014,296,33.633
Nalani Kapahua No.3,292030,97.3,317,63,1,a,a,c,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,c,c,a,a,a,a,c,c,c,Yes,c,Yes,Yes,b,c,b,Yes,c,Yes,a,Yes,No,No,No,0.0,2.7,2.7,0.0,0.0,0.0,45.9,45.9,0.0,45.9,1.0,0.75,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.75,0.25,0.5,1.0,1.0,0.75,0.0,0.4722222222222222,0.3069400630914826,0.2358315089073637,0.75,0.75,0.75,0.25,0.25,0.25,1.0,1.0,0.6,0.0277492291880781,0.0277492291880781,0.0,0.4717368961973278,0.7275436793422405,0.6708169234964128,0.4911768174816791,49.11768174816791,585,1.0,292030,0.0,Not listed,292030.0,0.503,0.196189884809785,0.809862023038043,0.6035252249665201,60.35252249665201,297,28.469
Dulia Mahorani Gaon,291145,108.6,352,80,1,a,a,a,,,,,,1.0,No,Yes,Yes,No,No,No,No,Yes,Yes,c,a,c,a,a,a,a,a,Yes,a,Yes,Yes,c,a,c,Yes,c,Yes,a,Yes,No,No,No,0.0,7.4,0.0,1.2,0.4,0.9,0.0,97.0,0.0,97.0,1.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.75,0.75,0.25,1.0,1.0,0.75,0.0,0.5,0.3085227272727273,0.2358689438025837,0.25,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.0681399631675874,0.0,0.0,0.0119705340699815,0.5059852670349908,0.3890864463082301,0.4867845252122919,48.67845252122919,625,1.0,291145,0.0,Not listed,291145.0,0.41,0.183310330590991,0.8403379338818018,0.6034653764496012,60.34653764496012,298,8.301
Chakali Bhoria Gaon,291605,132.0,900,193,2,1,1,a,,,,,,0.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,a,Yes,c,a,Yes,c,b,Yes,Yes,b,Yes,Yes,Yes,c,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,25.0,0.0,1.5,0.0,0.0,0.0,50.0,0.0,50.0,1.0,1.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.1466666666666666,0.3463262624366435,0.25,0.75,1.0,0.25,0.5,1.0,1.0,1.0,0.725,0.1893939393939394,0.0,0.0,0.0,0.5,0.3814756671899529,0.5470433657138181,54.70433657138181,193,1.0,291605,0.0,Not listed,291605.0,0.666,0.0708420416693599,0.786031591666128,0.6032155523541051,60.32155523541051,299,27.68
Jerai,291430,365.2,1664,362,2,b,b,c,,,1.0,,,1.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,b,Yes,b,Yes,Yes,a,Yes,Yes,Yes,Yes,Yes,Yes,c,b,c,a,b,Yes,Yes,Yes,No,Yes,Yes,0.0,10.0,9.1,20.4,19.6,0.0,0.0,176.1,0.0,176.1,1.0,0.5,0.5,0.25,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.25,0.75,1.0,1.0,1.0,0.7083333333333334,0.2194711538461538,0.2909054562388991,0.5,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.925,0.0273822562979189,0.0249178532311062,0.0,0.0536692223439211,0.5193592552026287,0.4060926165056974,0.6085282206941978,60.85282206941977,32,1.0,291430,0.0,Not listed,291430.0,0.861,0.153377696979553,0.7110244606040894,0.6030500407772152,60.30500407772153,300,31.591
Dewanbari Bagisha,291129,143.0,543,112,1,a,a,a,,,,,,1.0,No,No,Yes,No,No,No,No,No,Yes,c,a,c,b,b,b,b,b,Yes,a,Yes,Yes,a,a,a,Yes,c,Yes,Yes,Yes,No,No,No,0.0,123.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,16.5,1.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.75,0.75,0.75,1.0,1.0,1.0,0.0,0.5416666666666666,0.2633517495395948,0.2348005106893164,0.25,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.625,0.8601398601398601,0.0,0.0,0.0,0.5,0.3814756671899529,0.4579119277769863,45.79119277769863,882,1.0,291129,0.0,Not listed,291129.0,0.235,0.120931705298477,0.9053136589403046,0.6030469413269439,60.3046941326944,301,20.518
Modhupur Nepali F.V.,291247,126.0,562,107,1,2,1,c,,1.0,,,,1.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,Yes,b,Yes,Yes,c,c,c,Yes,b,Yes,Yes,a,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,20.8,0.0,0.0,0.0,0.0,0.0,105.2,0.0,105.2,1.0,1.0,1.0,0.25,0.0,1.0,0.0,0.0,1.0,1.0,0.25,1.0,0.5,0.75,0.75,1.0,1.0,0.0,0.6388888888888888,0.2241992882562277,0.1767315769326609,0.5,1.0,1.0,0.25,0.25,0.25,1.0,1.0,0.675,0.165079365079365,0.0,0.0,0.0,0.5,0.3814756671899529,0.482700249893378,48.270024989337806,660,1.0,291247,0.0,Not listed,291247.0,0.197,0.125156708150023,0.9158686583699954,0.6027517076596564,60.27517076596563,302,21.039
Bhogamur Gaon,291173,253.6,726,150,1,1,b,b,,,,,,1.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,c,b,c,Yes,b,b,b,b,Yes,b,Yes,Yes,b,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,56.2,0.0,16.2,0.0,0.0,0.0,181.1,0.0,181.1,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5416666666666666,0.3493112947658402,0.2368337193806074,0.25,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.625,0.221608832807571,0.0,0.0,0.0,0.5,0.3814756671899529,0.4584202299498091,45.84202299498092,874,1.0,291173,0.0,Not listed,291173.0,0.257,0.0983316414033523,0.9032336717193296,0.6027232486113766,60.27232486113766,303,19.13
Demowkinar Bongali,291871,103.6,396,79,1,a,b,b,,,,,,0.0,No,Yes,Yes,Yes,Yes,No,No,No,a,c,c,c,b,c,c,a,a,Yes,b,Yes,Yes,a,c,c,Yes,b,Yes,a,Yes,No,No,No,0.0,16.7,0.6,0.0,1.0,1.0,1.0,65.8,0.0,65.8,1.0,0.75,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.75,0.25,0.25,0.5,0.75,1.0,1.0,0.75,0.0,0.5,0.2616161616161616,0.2347594586753588,0.25,0.5,0.25,0.25,0.75,0.75,1.0,1.0,0.55,0.1611969111969112,0.0057915057915057,0.0,0.0289575289575289,0.5127413127413127,0.3976773364528467,0.428225331959409,42.822533195940906,1091,1.0,291871,0.0,Not listed,291871.0,0.158,0.0833049256491498,0.93593901487017,0.6027170710848346,60.27170710848346,304,30.51
Sessakiner  Bridhi Blook,291179,55.9,108,22,a,a,b,b,,,,,,0.0,No,No,Yes,No,Yes,No,No,No,c,c,a,c,a,a,a,a,a,Yes,a,a,Yes,a,c,c,Yes,c,a,a,No,No,No,No,0.0,25.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,30.9,0.75,0.75,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.75,0.75,1.0,0.75,0.75,0.0,0.4305555555555556,0.5175925925925926,0.0693855203053626,0.25,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.4472271914132379,0.0,0.0,0.0,0.5,0.3814756671899529,0.4262804024032201,42.628040240322015,1100,1.0,291179,0.0,Not listed,291179.0,0.166,0.0259858853839284,0.9450028229232144,0.6025688593241193,60.25688593241193,305,23.992
Lonboi No.341 Nlr,292174,110.9,330,65,1,a,a,b,,,,,,1.0,Yes,No,Yes,No,No,No,No,No,b,c,Yes,c,b,a,c,Yes,Yes,Yes,b,Yes,Yes,c,b,b,a,a,Yes,a,Yes,No,No,No,0.0,13.4,0.0,0.0,0.0,0.0,0.0,17.3,0.0,17.3,1.0,0.75,0.75,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.25,1.0,0.5,0.25,0.75,1.0,0.75,0.0,0.5,0.336060606060606,0.2365202996740447,0.25,0.5,0.75,0.25,1.0,1.0,1.0,1.0,0.725,0.12082957619477,0.0,0.0,0.0,0.5,0.3814756671899529,0.4779252083565018,47.79252083565018,708,1.0,292174,0.0,Not listed,292174.0,0.43,0.0908391050213059,0.8528321789957388,0.6024842965952997,60.24842965952997,306,37.221
Chakalia Gaon,291901,72.3,912,199,2,2,a,a,,,,,,1.0,Yes,No,Yes,Yes,No,No,No,No,Yes,a,Yes,a,a,a,Yes,b,Yes,Yes,b,Yes,Yes,b,a,c,Yes,a,Yes,Yes,Yes,No,No,No,0.0,7.5,0.0,6.6,1.3,0.0,0.5,54.4,0.0,54.4,1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.75,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.6805555555555556,0.0792763157894736,0.2875894153913035,0.75,0.75,0.75,1.0,0.5,1.0,1.0,1.0,0.825,0.1037344398340249,0.0,0.0,0.0248962655601659,0.5124481327800829,0.3973045330484571,0.5689971493464061,56.89971493464061,107,1.0,291901,0.25,Low (5-8),291901.0,0.271,0.151895129343671,0.7633209741312659,0.6018214234576008,60.18214234576008,307,27.522
Tepar Pather Gaon,291119,223.7,349,65,1,a,a,c,,,,,,1.0,No,Yes,Yes,No,No,No,No,No,c,c,a,a,a,a,b,b,b,Yes,a,Yes,Yes,c,c,c,Yes,c,a,a,No,No,No,No,0.0,17.8,0.0,0.0,25.1,1.7,0.0,176.5,0.0,176.5,1.0,0.75,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.75,0.25,1.0,0.75,0.75,0.0,0.4166666666666667,0.6409742120343839,0.1294467337556471,0.75,0.75,0.75,0.5,0.5,0.5,1.0,1.0,0.725,0.0795708538220831,0.0,0.0,0.1198033080017881,0.5599016540008941,0.4576457452758622,0.4455574991607509,44.55574991607509,970,1.0,291119,0.0,Not listed,291119.0,0.315,0.0803725168709259,0.8894254966258148,0.601778743880617,60.1778743880617,308,12.6
Bijulibari T.E.,291516,178.0,2482,510,1,a,a,a,,,,,,1.0,Yes,No,Yes,Yes,No,No,No,No,Yes,a,Yes,a,Yes,Yes,c,b,Yes,Yes,Yes,Yes,Yes,c,a,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,10.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,68.0,1.0,0.75,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.6805555555555556,0.0717163577759871,0.3445534561816734,0.75,1.0,1.0,0.25,0.5,1.0,1.0,1.0,0.85,0.0561797752808988,0.0,0.0,0.0,0.5,0.3814756671899529,0.5875723863722979,58.75723863722979,65,1.0,291516,0.0,Not listed,291516.0,0.869,0.0946957706418142,0.7203608458716372,0.6015040524725662,60.15040524725662,309,42.915
Teporchal Bamgaon,291868,148.8,651,112,1,a,b,b,,,,,,0.0,No,Yes,Yes,Yes,No,No,No,No,Yes,c,Yes,c,c,c,c,Yes,Yes,Yes,b,Yes,Yes,a,c,c,a,b,Yes,Yes,Yes,No,No,No,0.0,13.5,0.0,0.0,0.1,0.0,0.7,128.0,0.0,128.0,1.0,0.75,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.5,0.75,0.75,1.0,1.0,0.0,0.5555555555555556,0.2285714285714286,0.1768349915524685,0.25,0.25,0.25,0.25,1.0,1.0,1.0,1.0,0.65,0.0907258064516128,0.0,0.0,0.0053763440860215,0.5026881720430108,0.3848939079353826,0.4550764183640826,45.50764183640826,898,1.0,291868,0.0,Not listed,291868.0,0.12,0.202387534766288,0.9235224930467424,0.6013518312971214,60.13518312971215,310,32.874
Lepetkatta Bangla Block,291135,18.7,152,44,a,a,b,b,,,,,,1.0,Yes,No,Yes,Yes,No,No,No,No,Yes,c,a,b,b,b,a,a,a,Yes,a,Yes,Yes,c,b,c,Yes,c,a,a,Yes,No,No,No,0.0,2.0,0.0,0.0,0.7,0.0,0.0,16.0,0.0,16.0,0.75,0.75,0.5,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.75,0.75,0.25,1.0,0.75,0.75,0.0,0.5555555555555556,0.1230263157894736,0.1743385237074289,0.5,0.5,0.5,0.75,0.75,0.75,1.0,1.0,0.725,0.106951871657754,0.0,0.0,0.0374331550802139,0.518716577540107,0.4052753968720357,0.4810285991901533,48.10285991901533,681,1.0,291135,0.0,Not listed,291135.0,0.34,0.0907565217127841,0.8798486956574432,0.6013154187206399,60.131541872063984,311,11.858
Bamunbari 320 No.Nlr Grant,291832,157.2,224,45,1,,1,a,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,a,a,b,a,a,b,Yes,a,Yes,b,Yes,Yes,a,b,a,Yes,c,a,a,Yes,No,No,No,0.0,4.4,12.5,0.0,0.0,1.5,3.1,7.2,0.0,7.2,1.0,0.0,1.0,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.75,0.5,0.75,1.0,0.75,0.75,0.0,0.5555555555555556,0.7017857142857142,0.1880279707152243,0.5,0.75,0.75,0.5,1.0,0.75,1.0,1.0,0.75,0.0279898218829516,0.0795165394402035,0.0,0.0292620865139949,0.4907760814249364,0.3697466655481923,0.4848452146773334,48.484521467733344,641,1.0,291832,0.0,Not listed,291832.0,0.355,0.109660218411831,0.8715679563176337,0.6010961750380884,60.10961750380884,312,25.559
Changmai Garia Gaon,291142,245.0,1882,407,1,2,a,a,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,c,Yes,c,Yes,a,a,a,a,Yes,Yes,Yes,Yes,b,a,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,34.0,0.0,0.0,5.0,0.0,0.0,199.0,0.0,199.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.6805555555555556,0.1301806588735388,0.3459363174428507,0.25,1.0,0.75,0.75,0.75,0.75,1.0,1.0,0.825,0.1387755102040816,0.0,0.0,0.0204081632653061,0.5102040816326531,0.3944510300195432,0.5830131742535102,58.301317425351016,76,1.0,291142,0.25,Low (5-8),291142.0,0.387,0.164837389532605,0.725932522093479,0.6010247427010358,60.10247427010358,313,9.161
Mereli Pathar,291434,174.6,2645,551,2,2,c,c,,,1.0,,,1.0,Yes,No,Yes,Yes,No,No,No,No,a,a,Yes,a,a,a,a,a,Yes,Yes,Yes,Yes,Yes,a,a,a,a,c,Yes,Yes,Yes,No,Yes,Yes,0.0,5.8,0.1,3.2,2.6,0.0,0.0,85.0,0.0,85.0,1.0,1.0,0.25,0.25,1.0,0.0,0.0,1.0,1.0,0.75,0.75,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.75,0.0660113421550094,0.287275657802052,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.875,0.0332187857961053,0.0005727376861397,0.0,0.0148911798396334,0.5072737686139748,0.3907248863066241,0.5999638917118378,59.996389171183786,43,1.0,291434,0.0,Not listed,291434.0,0.79,0.123010482893987,0.7383979034212026,0.6007868087649877,60.078680876498765,314,26.289
Modhupur Baragharia F.V.,291248,19.2,311,48,2,a,a,c,,,,,,1.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,c,Yes,b,Yes,Yes,c,c,c,Yes,b,Yes,Yes,a,c,b,a,c,Yes,a,Yes,No,No,No,0.0,3.2,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,1.0,0.75,0.75,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.5,0.75,0.75,1.0,0.75,0.0,0.5416666666666666,0.0617363344051446,0.1728888263816497,0.5,1.0,1.0,0.25,0.25,0.25,1.0,1.0,0.675,0.1666666666666666,0.0,0.0,0.0,0.5,0.3814756671899529,0.4574340067000697,45.74340067000697,884,1.0,291248,0.0,Not listed,291248.0,0.17,0.178370442204536,0.9133259115590928,0.6007739212975426,60.07739212975426,315,22.898
Janzi Mukh N.C.,291202,67.0,79,17,1,a,a,a,,,,,,1.0,No,No,Yes,Yes,No,No,No,No,Yes,c,Yes,c,a,a,b,b,b,b,a,a,Yes,a,c,b,a,c,Yes,a,Yes,No,No,No,0.0,10.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0,1.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.75,0.75,0.75,1.0,0.75,0.0,0.5833333333333334,0.8481012658227848,0.1914887853376517,0.25,0.75,0.75,0.5,0.5,0.5,0.5,1.0,0.65,0.1492537313432835,0.0,0.0,0.0,0.5,0.3814756671899529,0.4650006631057369,46.50006631057369,815,1.0,291202,0.0,Not listed,291202.0,0.165,0.182411882785099,0.9140176234429802,0.600700595790098,60.07005957900981,316,25.282
Mahkhowa No.3,292124,171.2,530,105,1,a,b,b,,,,,,2.0,Yes,No,Yes,No,No,No,No,No,a,b,Yes,c,b,a,c,a,Yes,Yes,a,Yes,Yes,a,c,a,a,Yes,Yes,Yes,Yes,No,No,No,0.0,27.3,0.0,0.0,0.0,0.0,0.0,93.8,0.0,93.8,1.0,0.75,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.75,0.5,1.0,0.75,0.75,0.75,1.0,1.0,0.0,0.5694444444444444,0.3230188679245283,0.2362118222936907,0.25,0.5,0.75,0.25,0.75,1.0,1.0,1.0,0.725,0.1594626168224299,0.0,0.0,0.0,0.5,0.3814756671899529,0.4952092001225244,49.52092001225244,543,1.0,292124,0.0,Not listed,292124.0,0.41,0.143247257136746,0.8483505485726508,0.6006145250809759,60.06145250809759,317,36.039
Diksom Kiner,292110,230.7,1077,218,1,2,a,c,,,,,,1.0,Yes,No,Yes,No,No,No,No,No,Yes,c,Yes,c,c,c,c,c,Yes,Yes,b,Yes,Yes,b,c,b,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,15.8,0.0,0.0,21.6,0.0,0.0,193.3,0.0,193.3,1.0,1.0,0.75,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.5694444444444444,0.2142061281337047,0.2907809221221789,0.25,0.25,0.25,0.25,0.25,1.0,1.0,1.0,0.575,0.0684872128305158,0.0,0.0,0.0936280884265279,0.546814044213264,0.4410037296903357,0.4757570875797229,47.57570875797229,723,1.0,292110,0.0,Not listed,292110.0,0.351,0.140877171164438,0.8665245657671123,0.60045561629094,60.045561629094,318,33.063
June Gaon,291786,100.2,689,132,1,a,a,a,,,,,,0.0,No,No,Yes,Yes,No,No,No,No,Yes,c,b,c,a,a,b,c,a,Yes,a,Yes,Yes,a,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,10.0,11.0,0.0,0.6,2.4,0.0,73.8,0.0,73.8,1.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.5,0.75,0.75,0.75,1.0,1.0,0.0,0.5694444444444444,0.1454281567489114,0.1748683964239464,0.25,0.75,0.75,0.5,0.25,0.75,1.0,1.0,0.65,0.0998003992015968,0.1097804391217564,0.0,0.029940119760479,0.4820359281437126,0.3586328128672013,0.452804772790538,45.2804772790538,922,1.0,291786,0.0,Not listed,291786.0,0.103,0.187499851179125,0.931600029764175,0.6001520329417368,60.01520329417368,319,30.636
Teloikinar Bongali,291888,98.1,440,90,1,a,a,a,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,c,b,b,b,b,c,b,b,Yes,a,Yes,Yes,a,c,c,Yes,Yes,Yes,a,Yes,No,No,No,0.0,6.8,2.0,0.0,0.0,1.8,0.0,83.0,0.0,83.0,1.0,0.75,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.25,0.5,0.75,0.75,1.0,1.0,0.75,0.0,0.625,0.2229545454545454,0.2909878492072973,0.5,0.5,0.5,0.25,0.5,0.5,1.0,1.0,0.6,0.0693170234454638,0.0203873598369011,0.0,0.018348623853211,0.5030581039755352,0.3853643080379647,0.4860698239094173,48.60698239094173,629,1.0,291888,0.0,Not listed,291888.0,0.34,0.124609693492098,0.8730780613015804,0.5997828330281512,59.97828330281512,320,26.051
Balijan T.E.,291405,131.0,5859,1160,1,a,a,a,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,c,Yes,b,Yes,b,b,b,b,Yes,Yes,Yes,Yes,Yes,b,c,Yes,c,Yes,Yes,Yes,No,Yes,No,0.0,16.1,0.0,0.0,0.0,0.0,0.0,106.7,0.0,106.7,1.0,0.75,0.75,0.75,1.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.75,0.0223587642942481,0.4005288538203633,0.5,1.0,0.5,0.5,0.5,0.5,1.0,1.0,0.75,0.1229007633587786,0.0,0.0,0.0,0.5,0.3814756671899529,0.5889273468930813,58.892734689308135,63,1.0,291405,0.0,Not listed,291405.0,0.842,0.0865388401038836,0.7300922319792233,0.5993904563252731,59.93904563252731,321,27.783
Garchinga (Gorginga),292187,178.7,584,123,1,a,a,a,,,1.0,,,0.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,c,Yes,c,c,b,c,a,Yes,Yes,a,Yes,Yes,c,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,52.2,0.0,0.0,0.0,0.0,0.0,73.0,0.0,73.0,1.0,0.75,0.75,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,0.75,0.25,0.75,1.0,1.0,0.0,0.625,0.3059931506849315,0.2358091115048435,0.25,0.25,0.5,0.25,0.75,1.0,1.0,1.0,0.675,0.2921096810296587,0.0,0.0,0.0,0.5,0.3814756671899529,0.4939974113142015,49.39974113142015,556,1.0,292187,0.0,Not listed,292187.0,0.345,0.129817456215776,0.8705365087568449,0.5993882314574418,59.93882314574418,322,38.102
Dikom Sessa Gaon,291322,724.8,3227,645,3,1,b,c,,,1.0,,,1.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,c,Yes,b,b,b,b,b,b,Yes,Yes,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,50.3,0.0,16.2,10.1,10.9,15.2,220.5,0.0,220.5,1.0,1.0,0.5,0.25,1.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.625,0.2246048961884102,0.3481697422413628,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.7,0.0693984547461368,0.0,0.0,0.0499448123620309,0.5249724061810155,0.4132302182207575,0.5359384792044922,53.59384792044922,246,1.0,291322,0.0,Not listed,291322.0,0.658,0.136806914737974,0.7752386170524053,0.5991224151144164,59.91224151144164,323,19.793
2 No. Naohalia,291571,296.2,2432,476,3,2,1,a,,,1.0,,,1.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,a,Yes,c,a,Yes,Yes,Yes,Yes,Yes,a,c,a,Yes,c,Yes,Yes,Yes,No,Yes,No,0.0,50.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0,1.0,1.0,1.0,0.75,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.75,0.1217927631578947,0.3457379178070011,1.0,0.75,1.0,0.25,0.75,1.0,1.0,1.0,0.875,0.1688048615800135,0.0,0.0,0.0,0.5,0.3814756671899529,0.6127296128897408,61.27296128897408,26,1.0,291571,0.0,Not listed,291571.0,0.881,0.178165075912136,0.7000669848175728,0.5986826234572723,59.86826234572723,324,45.882
Namrup Chah Bagicha (S/F) Rly,292373,1489.2,1583,328,1,2,1,1,,1.0,,,,1.0,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,c,c,Yes,Yes,Yes,Yes,Yes,c,a,c,a,Yes,Yes,Yes,Yes,No,Yes,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.2,0.0,1489.2,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,1.0,1.0,0.0,0.7222222222222222,0.9407454200884398,0.2508229628179357,1.0,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.85,0.0,0.0,0.0,0.0,0.5,0.3814756671899529,0.5745564296980301,57.45564296980301,94,1.0,292373,0.0,Not listed,292373.0,0.664,0.144792884520509,0.7718414230958982,0.5986636600213362,59.86636600213362,325,47.684
Borghuguloni,291805,134.8,523,102,1,a,a,c,,,,,,0.0,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,c,b,b,a,b,b,b,a,Yes,a,Yes,Yes,c,c,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,22.9,2.8,0.0,0.0,3.0,0.0,62.3,0.0,62.3,1.0,0.75,0.75,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.5,0.75,0.25,1.0,1.0,1.0,0.0,0.5277777777777778,0.2577437858508604,0.2346678650304502,0.5,0.75,0.5,0.5,0.5,0.75,1.0,1.0,0.675,0.1698813056379821,0.0207715133531157,0.0,0.0222551928783382,0.5048961424332344,0.3877015311945367,0.4706517169409643,47.06517169409644,775,1.0,291805,0.0,Not listed,291805.0,0.34,0.157903303501958,0.8664193392996085,0.5983899316566365,59.838993165663645,326,23.632
